raw_question,correct_answer
How many commandments does the Jewish Torah contain?,"['six hundred and thirteen', '613']"
Who was the last South African to win the Open Golf Championship?,"['Ernie Els', 'Ernie els', 'ERNIE ELS']"
"The characters 'Nelly Deane' and 'Mr. Lockwood', narrate which book?","['Wutherin heights', 'Wuthering', 'Thrushcross Grange', 'Wuthering Heights', 'Wuthering heights', ""'WUTHERING HEIGHTS'"", 'Frances Earnshaw']"
"""Which song begins with the lyric """"People try to put us down, Just because we get around""""?""","['My Generation (song)', 'My Generation (The Who song)', 'I hope I die before I get old', 'My Generation', 'Hope I die before I get old']"
Arthroscopy refers to surgery performed on what parts of the human body?,"['Articular surface', 'Fibrous Joints', 'Bone joint', 'Articulus', 'Articulatio simplex', 'Polyarticular', 'Joint', 'Joint (anatomy)', 'Intraarticular', 'Fibrous Joint', 'The articular system', 'Articular branches', 'Articular facet', 'Articulations (anatomy)', 'Monoarticular', 'Articulatio', 'Joint group', 'Joints (anatomy)', 'Joints', 'Intra articular', 'Articular facets', 'Articulated joint', 'Joint diseases', 'Intra-articular', 'Joint groups', 'Cartilaginous Joints', 'Articulation (anatomy)']"
Novelist John Buchan's title was first Baron . . . what?,['Tweedsmuir']
What was the title of the record sung by Mary Hopkin when she represented the UK in the 1970 Eurovision Song Contest ?,['KNOCK KNOCK WHOSE THERE']
Old Wykehamists are former pupils of which school?,"['Dulce Domum (Winchester College Song)', 'Winchester College Chapel', 'Wincoll', 'Dulce Domum (Winchester College song)', 'Winchester College', 'Cooks-Winchester College', 'Wykehamist', 'Winchester School', 'Old Wykehamists F.C.', 'Old Wykehamist']"
Which pre-Raphaelite painted The Light of the World which shows Jesus preparing to knock on an overgrown and long-unopened door?,"['William Holman Hunt', 'Holman Hunt', 'WILLIAM HOLMAN HUNT', 'William Holman Hunt OM', 'W Holman Hunt', 'William Holman-Hunt']"
The word porous literally refers to what characteristic in a substance?,"['Holes', 'Hole', 'Hole (album)', 'Hole (disambiguation)', 'Holes (song)']"
Sand gropers traditionally hail from which Australian state?,"['Fauna of Western Australia', 'WesternAustralia', 'Western Australia', 'Western Australia, Australia', 'Western Australian', 'AU-WA', 'West Australia', 'Local government in Western Australia', 'Colony of Western Australia', 'Geology of Western Australia', 'West australia', 'Western australia']"
Which composer married the celebrated pianist Clara Wieck in 1840 ?,"['Schumann, Robert Alexander', 'Robert Schumann', 'Ballets to the music of Robert Schumann', 'ROBERT SCHUMANN', 'Robert Alexander Schumann']"
The devil is commonly depicted as having a lower body like what animal?,"['Nanny goat', 'Dairy goat', 'Kid (goat)', 'Nanny Goat', 'Capra aegagrus hircus', 'She goat', 'Billy Goat', 'Goat', 'Goat penis', ""Goat's milk"", 'He-goat', 'She-Goat', 'Billy goat', 'She-goats', 'Domestic goat', 'Billies', 'Goatfighting', 'Goatry', 'Capra hircus', 'Domestic goats', 'Domestic Goat', 'Goat milk', '🐐', 'She goats', 'Billygoat', 'Dairy Goats', ""Goats' milk"", 'Goats']"
If you had a postcode starting with ZE5 where would you live?,"['Shetland lamb', 'Burnside, Shetland', 'Shetland Islands (council area)', 'Shetlandshire', 'County of Shetland', 'Sand, Shetland Islands', 'SHETLAND', 'Shetland islands', 'Shetland (Scotland)', 'Shetland (islands council area of Scotland)', 'Shetland, Scotland', 'Shetland', 'Shetland Islands', 'County of Zetland', 'Shetland Isles', 'Ȝetland', 'Hjaltland', 'Shetland Islands council area', 'Shetlanders', 'Shetlands', 'Shetland Island', 'Shetland (council area)', 'Yetland', 'Shetland Isles council area', 'Shetland’s']"
Which corporation operates the $multi-billion two-sided advertising service branded AdSense and AdWords?,"['Google community', 'AS15169', 'Google.cpm', 'Googer', 'GGEA', 'GOOgle', 'Google Inc Class C', 'Google Inc Class A', 'Google newslab', 'Gogole', 'Google voice-powered search', 'GOOGLE', 'Guugle', 'Foofle', 'Google inc.', '.android', 'Author Rank', 'Googl', 'Google Inc.', 'Google Glossary', 'Innovation Time Off', 'Googler', 'Google English', 'Goog', 'Google EnergySense', 'Gooogle', 'Ggogle', 'Google™', 'Google, Inc', 'Animated Google', 'Google.', 'Google/', 'Google!', 'Google Angika', 'The Google', 'Google guys', 'Mountain view chocolate factory', 'Gewgol', 'Google.c', 'Google Measure Map', 'Goofle', 'The Google Guys', 'Site Flavored Google Search Box', 'GGQ1', 'Google, Inc.', 'Googgle', 'Google (Company)', 'Google Site Search', 'Goolge', 'Gooooooooogle', '20%25 time', 'Google UK', 'Gooooogle', 'Google Inc', 'Googke', '@google', 'Google Research', 'GoogIe', 'Googers', 'Gstatic.com', 'Project Fi', '1e100.net', 'Google Guys', 'Goooooogle', '.gmail', 'Goooogle', '.google', 'Google for Business', 'Googlit', 'Google Incorporated', 'Google/to do', '@Google', 'Gooooooogle', 'Google finance', 'Google (company)', 'G00gl3', 'Googl3', 'G00g1e', 'GOOG', 'GooglE', 'Googlenym', 'Google%5C', 'Goolgle', '20 percent time', 'Google', 'G00gle', 'Google Demo Slam', 'Gaia (Security Technology)', 'Googlw', 'Google Space', 'Googlr', 'Dashboard (Google account service)', 'Google check']"
What was the name of the model tragically shot by Oscar Pretorius?,"['Reeva Steencamp', 'Reeva', 'Reva steenkamp', 'Death of Reeva Steenkamp', 'Reeva Steenkamp', 'Reeva Stenkamp']"
"In the music world, what job did Simon Fuller get sacked from in 1997?",['Manager of the Spice Girls']
Which geological period is named after the chalk laid down?,"['Cretaceous System', 'Cretacious Era', 'Cretacous', 'Cretaceous Period', 'Early-Late Cretaceous', 'Middle Cretaceous', 'Cretaceous (geology)', 'Cretaceous Age', 'Cretaceous period', 'Cretacaeous', 'Cretaceous', 'Cretacious', 'Cretaceous Africa', 'Creataceous']"
What type of reference book lists synonyms?,"['The saurus', 'Thesauri', 'Synonicom', 'Thesaurus', 'Thesuari', 'Synonymordbok']"
Which character sings the song “I don’t know how to love him” in the musical Jesus Christ Superstar?,"['Sainte Marie Madeleine', 'Apostle to the apostles', 'Mary magdelen', 'St Mary Magdalen', 'Mary Magdalen', 'Legend of Mary Magdalene', 'Mary Maudlin', 'St. Mary Magdalen', 'Saint Mary Magdalen', 'Mary of Magdalene', 'Saint Mary Magdalene', ""The Woman Who Washed Jesus' Feet"", 'Lost Bride', 'St Mary Magdalene', 'Mary of Magdala', 'Apostola apostolorum', 'Mary magdalene', 'Mary Madeline', 'Mary Magdelene', 'Mary Magdalene', 'Mary of Magdelene', 'Mary Magdalen, Saint', 'St. Mary Magdalene', 'Matrimonio', 'Mary Magdala', 'MARY MAGDELENE', 'Saint Maria Magdalena', 'Maria Magdalene', 'Mary magdelena']"
"""Who originally wrote the song """"All Along the Watchtower"""", famously covered by Jimi Hendrix?""","['Robert Allen Zimmermann', 'Bob Allen Zimmerman', 'Bob Dillon', 'Zimmerman, Robert Alan', 'Dylan, Bob', 'List of people compared to Bob Dylan', 'Tedham Porterhouse', 'BobDylan', 'Boo Wilbury', 'Bob Dillan', 'Zimmermann, Robert Alan', 'Dyanology', 'DylanBob', 'Bob dylan on film', 'Shabtai Zisel ben Avraham', 'Robert Allen Zimmerman', 'Bob Dylan in film', 'Bob Dylan', 'Boo wilbury', 'List of people likened to Bob Dylan', 'Dylan,Bob', 'Elston gunn', 'Zimmy', 'Robert Alan Zimmerman', 'Bob dylan in film', 'Bob Dylans Debut', 'Dylanology', 'Lucky Wilbury', 'Bob dylan', 'Bobby Dylan', 'Bob Dylon', 'Bob Zimmerman', 'Blind Boy Grunt', 'Elston Gunn', 'Bobby D', 'Elston Gunnn', 'Zimmerman, Robert Allen', 'Robert Alan Zimmermann', 'Bobby Zimmerman', 'Zimmermann, Robert Allen']"
"Maddox, Zahara and Pax (adopted) and Shiloh, Knox and Vivienne (natural) are the children of which Hollywood actress ?","['Angelina jolie', 'ANGELINA JOLIE', 'Maddox Chivan Thornton Jolie', 'Maddox Jolie', 'Shiloh Nouvel Jolie-Pitt', 'Anjelena jolie', 'Filmography of Angelina Jolie', 'Zahara Marley Jolie Pitt', 'Shiloh Nouvel Jolie', 'Maddox Chivan', 'Vivienne Pitt', 'Angelina Jolie', 'Angelina Jolie Pitt', 'Knox Léon Jolie-Pitt', 'Angelena jolie', 'Pax Jolie-Pitt', 'Pax Thien Jolie', 'Knox Jolie-Pitt', 'Shiloh Jolie-Pitt', 'Maddox Jolie-Pitt', 'Anjelina Jolie', 'Knox Pitt', 'Pax Jolie', 'Angalena jolie', 'Shiloh Pitt', 'Angelina Jolie Voight', 'Maddox Pitt', 'Vivienne Jolie-Pitt', 'A Place in Time', 'Zahara Marley Jolie-Pitt', 'Angelina Pitt', 'Zahara Pitt', 'Angie Jolie', 'Angelina Jolie cancer treatment', 'Angolina Jolie', 'Maddox Jolie Pitt', 'Zahara Jolie-Pitt', 'Pax Pitt', 'Zahara Jolie', 'Angeline Jolie', 'Maddox Chivan Jolie-Pitt', 'Angelina Joli', 'Pax Thien Jolie-Pitt', 'Shiloh Nouvel', 'Jolie', 'Anjalena jolie']"
"In the Harry Potter series of books and films, what is the name of Hagrid’s dog?","['Fangs', 'Fanged', 'Fang']"
"What is the normal colour of the gem sapphire? Red, Green or Blue?","['Blue', 'Rgb(0, 0, 255)', 'Orphan blue', 'Slate Blue (color)', 'Bluishness', 'Dark Blue (color)', 'Pale Blue', 'Blue in human culture', 'Blue (color)', 'Police car blue', 'Blue (Colour)', 'Blueishness', 'List of terms associated with the color blue', 'Caspian blue', 'Blue (colour)', 'Light-blue', 'Bluest', 'Bluish', 'Bluishly', '(0, 0, 255)', 'Blueishly', 'Bluer', 'Blae', 'Blueness']"
"English passport offices are located in 4 locations: London, Liverpool and 2 others - name one.",['Peterborough / Durham']
Which singer was born in Lubbock Texas in 1936?,"['Charles Hardin Helley', 'Buddy Holly & the Crickets', 'Buddy Hollie', 'Buddy Holly: A Rock & Roll Collection', 'Holly Buddy', 'Charles Hardin Holly', 'Buddy Holly & The Crickets', 'Charles Holly', 'Charles Hardin Holley', 'BUDDY HOLLY', 'Buddy Holley', 'Buddy holly', 'Buddy holly (singer)', 'Buddy Holly and the Crickets', 'Holly, Buddy', 'Buddy Holly: A Rock and Roll Collection', 'Buddie Hollie', 'Charles Holley', 'Buddy Holly', 'Charles H. Holley', 'Charles Harden', 'Buddie Holly']"
Karol Jzef Wojtya reached the high point of his career on 16 October 1978 as what?,"['Pope of the Catholics', 'POPE', 'Popes with the shortest reigns', 'Roman Catholic Pope', 'List of shortest-reigning popes', 'Holy Father (Catholic)', 'Papally', 'Πάπας', 'Papal', 'Catholic Pope', 'Longest-reigning Popes', 'Sovereign Pontiff', 'Papacies', 'The Papacy', 'List of Popes by length of reign', 'Vicar of Peter', 'List of 10 longest reigning Popes', 'Roman Patriarch', 'List of popes by length of reign', 'Longest-reigning popes', 'Primate of Italy', 'Bishop of rome', 'Roman Pope', 'Archbishop of Rome', 'The Pope', 'Patriarch of Rome', 'The pope', 'Sovereign of Vatican City', 'Supreme pontiff', 'Supreme Pontiff', 'List of 10 shortest-reigning Popes', 'Popedom', 'Sovereign of the Vatican City', 'Pápas', 'Papall', 'A Pope', 'Roman pontiff', 'Papalness', 'Bishop of Rome', 'Vatican pope', 'Pope of the Catholic Church', 'Pope of Rome', 'Sovereign of the Vatican City State', 'List of 10 longest-reigning popes', 'Papacy, The', 'Pope', 'List of 10 longest-reigning Popes', '@Pontifex', 'Papacy', 'List of 10 shortest-reigning popes', '@pontifex', 'Catholic pope', 'White pope', 'Catholic Popes', 'Roman Pontiff', '10 Longest Reigning Popes', 'Bishops of Rome', 'Bishopric of Rome', 'List of 10 shortest reigning Popes', 'King of Vatican City']"
By what name is the film star Tula Elsie Finklea is better known?,"['Cyd Charisse', 'Tula Ellice Finklea', 'Tula Finklea']"
Which national flag has the 2nd highest number of stars (27 stars) behind the highest (50 stars) of,['the USA?']
"Who was the Archbishop of York who crowned William theConqueror, King of England?","['Aldred', 'ALDRED', 'Aldred (surname)', 'Aldred (name)']"
What two months does the Zodiac sign Aquarius link,['January and February']
The guanaco belongs to which animal family?,"['Camel urine', 'Bedouin camel', 'Heavy Camel', ""Camel's milk"", 'Tylopopod', 'Camel driver', 'The ship of the desert', 'Camel', 'Rakuda', 'Camelids, new world', 'Camelus', 'Camels', 'Ship of the desert', 'Cameleer', 'Camel meat']"
Which creatures might be bred and reared in a 'ranarium'?,"['Frog spawn', 'Batrachian', 'Frog Metamorphosis', 'Frogs', 'Frog zoology', 'Froglet', 'Batrachan', 'Anura (frog)', 'Anura (order)', 'Frog', 'Anuran', 'FROGS', 'Croaking', 'Frogspawn', 'A frog', 'Frog (amphibian)', '🐸', 'Anurans', 'Anura (amphibian)', 'Order Anura', 'Frog life cycle']"
"Hobgoblin, Fidler's Elbow and Goliath are brewed by which brewer based at Witney in Oxfordshire?","['Hobgoblin (beer)', 'Hobgoblin beer', 'Wychwood Brewery', 'Refresh UK']"
"At which resort did Roosevelt, Churchill and Stalin meet in a major conference in February 1945?","['Yalita', 'Jalta', 'Yalta', 'Yalta, Ukraine', 'Ялта']"
Ganymede is the largest moon of which planet?,"['Physical characteristics of Jupiter', 'Sol 5', 'Jupiter (astronomy)', 'Weight of Jupiter', 'Life on Jupiter', 'Jupitor', 'Planet Jupiter', 'Wood Star', 'Jupiter (Planet)', 'Jovian diameter', 'Jupiter!', 'Mass of Jupiter', 'Astronomy Jupiter', 'Zenography', 'Jupiter (planet)', ""Jupiter's"", '♃', 'Sol-5', 'Jovian orbit', 'The mass of Jupiter', 'Sun f', 'Sol f', 'Jupiter weight', 'Jupiter(planet)', 'The weight of Jupiter', 'Sol V', ""Jupiter's radio emissions"", 'Jupiter', 'Jupiter radius', 'Jupitero']"
"October 27, 1858 saw the birth of what total badass, who spent time as New York City Police Commissioner, Assistant Secretary of the Navy, 33rd Governor of New York, and 25th Vice President of the US, before going on to a few other impressive jobs?","['T Ros', 'Feddy Roosevelt', '26th President of the United States', 'Trust Buster', 'The Cowboy President', 'Teddy roosevelt', 'Theodore Roosavelt', 'President Theodore Roosevelt', 'Theodor roosevelt', 'Teddy Rose', 'Teddy Roosevelt', 'Theodore roosevelt', 'T. Roosevelt', 'Teodoro Roosevelt', 'T. Roosevelt Administration', 'Teddy Roosvelt', 'Teddy Rosevelt', 'Roosevelt, Theodore', 'Teddy Roosevelt foreign policy', 'T Roosevelt', 'Cowboy of the Dakotas', 'Teddy Roose', 'Theodore Roosevelt']"
What does MG sand for in Booker T & The MG's?,"['Memphis style', 'Memphis design', 'Memphis Style', 'Memphis movement', 'Memphis Group', 'Memphis (design group)']"
Which online bookstore was originally called Cadabra.com?,"['The Amazon', 'Amazone (ship)', 'Amazons (comics)', 'Amazons (disambiguation)', 'Amazon', 'Amazon (TV series)', 'Amazon (disambiguation)', 'Amazon (ship)', 'Amazone']"
"If you had a medal depicting three naked men with their hands on each other's shoulders, what would you have?","['Nobel Prize in peace', 'Peace Nobel', 'NobelPrize/PeacE', 'Nobel Peace Prize 2013', 'Nobel peace prize', 'Nobel Prize/Peace', 'Nobel Peace Laureate', 'Nobels fredspris', 'Nobel Prize in Peace', 'Nobel Peace Prizes', 'Nobel Peace prize', 'Noble Peace Prize', 'The Nobel Peace Prize', 'Nobel Prize for Peace', 'Nobel prize peace', 'Nobel peace', 'Nobel Peace Prize', 'Nobel peace laureate', 'NobelPrize/Peace', 'Nobel Peace Prize Winner', 'Nobel Peace Price', 'Nobel Peace', 'Nobel Peace Prixe']"
What type of transport was used to take French troops to the first Battle of the Mame?,['(PARIS) TAXIS']
"Paraguay, Bolivia, Switzerland, Luxembourg, Nepal, and Lesotho have no?",['Coastlines']
What is the largest single organ of the body,"['S.K.I.N.', 'Skin (Japanese band)', 'S.K.I.N. (Japanese band)', 'S.K.I.N. (musical project)', 'The skin', 'S.K.I.N']"
"Catherine of Braganza was said to have had all the flowers removed from which London park because her husband, Charles II, was picking them for his mistress?","['Green Park, London', 'Canada Gate and Canada Memorial', 'Green Park', 'The Green Park', 'Canada Gate and Canada Memorial (London)']"
"""""""And our friends are all aboard, many more of them live next door"""" is a line from which 'Beatles' song?""","['Yellow Submarine', 'Yellow submarine', ""'YELLOW SUBMARINE'"", 'The Yellow Submarine', 'Yello Sub', 'Yellow Submarine (disambiguation)']"
Mintonette was the original name of which sport?,"['Court (volleyball)', 'Volley ball', 'Libero (volleyball)', 'Serve (Volleyball)', 'Spike (volleyball)', 'Vollyball', 'Spike (Volleyball)', 'Outside hitter', 'VolleyBall', 'Volleyball dig', 'Rally point system', 'Indoor volleyball', 'History of volleyball', 'Volleyball', '🏐', 'V-ball', 'Lebro', 'High school volleyball', 'Volley-Ball', 'Volley Ball', 'Setter (Volleyball)', 'Mintonette', 'Volleyball court', 'Serve (volleyball)', 'Volleyball rules', 'Volley-ball']"
What does the Latin phrase ‘Ubi fumis ibi ignis’ translate to in English?,"['Where there’s smoke, there’s fire']"
"""In the names of three trees, of the same family, what word follows """"Spanish"""", """"Macedonian"""" and Turkey""""?""","['Oak-tree', 'Quercus', 'Oakk', 'Leucobalanus', 'Oak tree', 'Quercus (genus)', 'بەڕوو', 'Oak', 'American oak', 'Oak trees', 'Cyclobalanopsis', 'Acorn Tree', 'Oak wood', 'Querci']"
"What Norwegian playwright, known as “the father of modern theater”, is responsible for works such as A Doll’s House, An Enemy of the People, and Peer Gynt?","['Henrik ibsen', 'Henryk Ibsen', 'Ibsenian', 'Ibsen, Henrik Johan', 'Henrik Ibsen', 'Norma (Ibsen)', 'Ibsenism', 'Ibsen', 'Bjarme', 'Ibsenesque', 'Johan Ibsen', 'Henrik Johan Ibsen', 'Brynjolf Bjarme', 'H Ibsen', 'Brynjulf Bjarme', 'Henrick Ibsen', 'Isben']"
Cape Farewell is the southern tip of which island,"['Antarctica of The North', 'Greenland', 'Lupanlunti', 'Kallaallit Nunaat', 'Name of Greenland', 'Greenlander', 'Island of Greenland', 'Lupanglunti', 'Eastern Greenland', 'Kalaallit Nunaat', 'Green Land', 'Western Greenland', 'Greenlanders', 'ISO 3166-1:GL', 'Greenland (island)', 'Kangat Bay', 'Sport in Greenland', 'Social issues in Greenland', 'Grinland', 'Climate of Greenland', 'Greenland Island']"
